Date,Company,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GL Balance,IHUB Balance
2023-02-12 00:00:00,Delta Solutions,1036,258.41,CNY,2002,3013,814817.23,810322.34
2023-08-24 00:00:00,Theta Holdings,1023,119.89,GBP,2019,3004,40689.32,40541.67
2023-03-12 00:00:00,Beta Ltd,1029,129.96,EUR,2015,3001,32446.95,32648.62
2023-02-08 00:00:00,Gamma Inc,1000,95.65,EUR,2019,3006,10747.98,10696.43
2023-07-17 00:00:00,Lambda Systems,1046,109.43,USD,2011,3012,64531.2,64609.02
2023-03-04 00:00:00,Omega Services,1031,95.15,EUR,2000,3006,137196.6,138291.74000000002
2023-10-06 00:00:00,Epsilon Tech,1016,70.32,SEK,2013,3003,1221715.37,1224015.85
2023-08-18 00:00:00,Gamma Inc,1003,30.59,JPY,2016,3017,74731.98,75261.51999999999
2023-03-28 00:00:00,Theta Holdings,1034,99.06,CAD,2019,3012,46078.39,46418.49
2023-12-24 00:00:00,Gamma Inc,1003,116.41,JPY,2018,3016,8865.63,8882.21
2023-05-15 00:00:00,Epsilon Tech,1037,93.78,JPY,2007,3008,445377.95,443214.31
2023-12-04 00:00:00,Delta Solutions,1046,276.57,GBP,2005,3016,357242.17,358875.99
2023-10-07 00:00:00,Epsilon Tech,1008,71.63,USD,2019,3017,222054.99,223644.58
2023-05-04 00:00:00,Sigma Group,1006,75.81,USD,2007,3019,96303.62,96187.43
2023-04-18 00:00:00,Epsilon Tech,1003,182.56,AUD,2016,3017,9926.09,9839.6
2023-09-07 00:00:00,Epsilon Tech,1022,73.92,NZD,2018,3008,299503.83,301318.16000000003
2023-07-18 00:00:00,Alpha Corp,1042,118.54,CAD,2010,3004,824808.49,825795.75
2023-07-21 00:00:00,Delta Solutions,1030,392.1,CAD,2006,3007,25692.98,25617.02
2023-07-14 00:00:00,Alpha Corp,1011,102.02,CAD,2008,3007,79490.92,80136.66
2023-05-13 00:00:00,Sigma Group,1036,226.12,JPY,2019,3007,246895.56,247335.62
2023-12-13 00:00:00,Lambda Systems,1030,39.27,USD,2009,3016,67967.0,68247.58
2023-11-07 00:00:00,Kappa Ventures,1025,86.92,CHF,2011,3016,48873.09,49110.60999999999
2023-03-01 00:00:00,Omega Services,1000,231.02,GBP,2017,3016,473190.49,471296.35
2023-05-17 00:00:00,Gamma Inc,1036,306.59,AUD,2012,3004,48044.94,47716.5
2023-01-19 00:00:00,Omega Services,1047,74.56,USD,2000,3011,468009.31,470890.21
2023-07-30 00:00:00,Omega Services,1040,138.68,USD,2016,3012,1472514.56,1466309.76
2023-05-25 00:00:00,Alpha Corp,1025,388.21,GBP,2004,3016,6309.13,6301.14
2023-03-05 00:00:00,Gamma Inc,1049,437.03,AUD,2010,3002,29001.63,28826.79
2023-10-26 00:00:00,Theta Holdings,1031,400.47,GBP,2001,3027,86621.78,85866.20999999999
2023-06-08 00:00:00,Gamma Inc,1036,118.91,AUD,2006,3010,89051.98,89536.59999999999
2023-07-17 00:00:00,Omega Services,1011,28.96,EUR,2000,3007,3463512.28,3434639.67
2023-04-30 00:00:00,Alpha Corp,1034,244.53,EUR,2015,3006,2165721.85,2149215.99
2023-10-03 00:00:00,Omega Services,1045,78.3,SEK,2000,3016,115904.73,116140.06
2023-07-18 00:00:00,Theta Holdings,1017,134.89,CAD,2019,3009,229759.05,228786.22999999998
2023-03-04 00:00:00,Sigma Group,1037,113.79,NZD,2013,3003,149703.17,151034.94
2023-02-09 00:00:00,Gamma Inc,1012,84.23,JPY,2014,3004,92228.95,92901.41
2023-12-13 00:00:00,Kappa Ventures,1048,230.54,CNY,2008,3002,1224255.46,1228703.98
2023-02-28 00:00:00,Epsilon Tech,1043,99.69,CHF,2009,3010,325403.94,325468.96
2023-03-13 00:00:00,Theta Holdings,1022,204.06,SEK,2004,3013,1632395.42,1617410.17
2023-06-12 00:00:00,Lambda Systems,1022,475.9,AUD,2019,3006,544159.96,547642.19
2023-03-12 00:00:00,Kappa Ventures,1046,255.35,CNY,2003,3019,209885.85,209851.97
2023-04-03 00:00:00,Alpha Corp,1030,154.85,AUD,2007,3009,608281.74,606462.09
2023-10-03 00:00:00,Theta Holdings,1042,88.44,AUD,2016,3000,20168.88,20362.780000000002
2023-06-09 00:00:00,Lambda Systems,1036,123.77,USD,2018,3010,547816.81,553023.67
2023-01-15 00:00:00,Epsilon Tech,1027,211.08,USD,2007,3000,193542.29,194590.07
2023-01-10 00:00:00,Alpha Corp,1048,75.4,CNY,2002,3012,2534.54,2519.88
2023-11-10 00:00:00,Omega Services,1013,1147.17,JPY,2018,3012,480078.01,481481.68
2023-09-19 00:00:00,Lambda Systems,1025,85.01,NZD,2007,3006,188480.07,186832.41
2023-12-23 00:00:00,Kappa Ventures,1048,189.57,JPY,2005,3003,5759.28,5749.5199999999995
2023-02-22 00:00:00,Beta Ltd,1034,217.04,CAD,2014,3019,10042.63,10127.75
2023-01-28 00:00:00,Omega Services,1048,15.56,EUR,2007,3016,6033.69,6008.94
2023-07-11 00:00:00,Delta Solutions,1040,1107.13,GBP,2002,3008,940.51,931.34
2023-03-22 00:00:00,Theta Holdings,1026,289.97,USD,2012,3015,216473.91,217405.66
2023-01-31 00:00:00,Alpha Corp,1039,584.95,JPY,2007,3004,2206156.27,2198479.53
2023-06-26 00:00:00,Kappa Ventures,1018,151.49,NZD,2018,3002,206921112.11,207377524.83
2023-03-09 00:00:00,Lambda Systems,1033,309.4,JPY,2002,3018,5553.2,5566.82
2023-12-30 00:00:00,Kappa Ventures,1000,222.44,CAD,2016,3017,2254601.22,2266321.4400000004
2023-04-18 00:00:00,Delta Solutions,1000,123.51,AUD,2006,3014,161729.47,161836.86000000002
2023-11-09 00:00:00,Epsilon Tech,1043,86.11,EUR,2012,3011,428737.22,432175.93999999994
2023-10-10 00:00:00,Kappa Ventures,1011,70.75,JPY,2018,3015,31384.42,31546.35
2023-08-13 00:00:00,Gamma Inc,1049,1765.14,CAD,2017,3006,675431.18,675363.15
2023-07-23 00:00:00,Alpha Corp,1011,210.19,CNY,2012,3000,639448.14,635595.49
2023-09-20 00:00:00,Beta Ltd,1043,574.12,SEK,2009,3012,14594.54,14590.980000000001
2023-06-17 00:00:00,Gamma Inc,1023,135.81,GBP,2008,3000,1460634.36,1465398.9200000002
2023-03-14 00:00:00,Alpha Corp,1043,291.56,GBP,2015,3002,379212.75,375778.64
2023-06-22 00:00:00,Sigma Group,1003,62.26,NZD,2012,3004,10299.1,10306.44
2023-02-13 00:00:00,Delta Solutions,1014,179.51,EUR,2015,3006,2305886.96,2320527.62
2023-11-10 00:00:00,Gamma Inc,1045,63.5,GBP,2006,3012,230037.77,227839.56
2023-06-28 00:00:00,Alpha Corp,1048,279.82,CAD,2003,3003,3044496.48,3032408.2
2023-12-11 00:00:00,Sigma Group,1041,216.75,USD,2001,3011,276541.88,279037.15
2023-03-25 00:00:00,Gamma Inc,1035,312.29,AUD,2009,3005,1822.45,1823.46
2023-09-05 00:00:00,Sigma Group,1023,496.55,NZD,2007,3018,48843.57,49313.39
2023-10-19 00:00:00,Lambda Systems,1008,46.32,SEK,2013,3004,316699.26,394905.09
2023-05-19 00:00:00,Epsilon Tech,1015,75.07,NZD,2018,3004,23537.15,23678.91
2023-09-07 00:00:00,Epsilon Tech,1033,149.28,SEK,2005,3005,1272270.8,1263844.1700000002
2023-08-22 00:00:00,Alpha Corp,1009,20.3,SEK,2010,3009,109530.85,110400.45000000001
2023-09-01 00:00:00,Sigma Group,1031,830.82,JPY,2009,3015,32242.42,32446.76
2023-05-18 00:00:00,Kappa Ventures,1017,156.37,AUD,2002,3018,97144.41,97974.78
2023-12-03 00:00:00,Delta Solutions,1003,174.28,NZD,2019,3007,505484.35,504768.52999999997
2023-10-08 00:00:00,Omega Services,1021,182.04,SEK,2002,3002,55501.07,55499.39
2023-09-19 00:00:00,Beta Ltd,1049,131.75,GBP,2019,3017,8063.96,8055.44
2023-06-07 00:00:00,Alpha Corp,1017,94.03,JPY,2002,3004,12428.34,12397.24
2023-11-16 00:00:00,Beta Ltd,1041,44.17,CNY,2014,3002,154964.15,155153.86
2023-09-17 00:00:00,Lambda Systems,1005,159.84,AUD,2001,3010,187825.83,186475.88999999998
2023-05-26 00:00:00,Epsilon Tech,1034,447.1,EUR,2007,3010,10760.94,10865.480000000001
2023-02-23 00:00:00,Delta Solutions,1020,88.18,GBP,2000,3012,553076.98,556192.1799999999
2023-09-01 00:00:00,Theta Holdings,1041,190.54,JPY,2003,3004,964227.77,970333.56
2023-10-05 00:00:00,Omega Services,1031,81.88,USD,2014,3002,73932.26,73775.56
2023-10-14 00:00:00,Lambda Systems,1047,124.91,USD,2019,3000,498071.3,498476.56
2023-05-13 00:00:00,Sigma Group,1037,32.83,CAD,2018,3010,1009732.23,1013325.95
2023-05-24 00:00:00,Kappa Ventures,1013,135.89,JPY,2002,3006,4001443.72,3981204.8400000003
2023-08-15 00:00:00,Omega Services,1040,259.84,SEK,2010,3003,1217077.76,1223704.19
2023-01-26 00:00:00,Kappa Ventures,1048,409.33,AUD,2008,3014,420597.57,418179.93
2023-07-01 00:00:00,Kappa Ventures,1022,135.12,CAD,2008,3013,8181.1,8247.460000000001
2023-09-19 00:00:00,Gamma Inc,1048,177.6,JPY,2009,3001,78959.03,78992.58
2023-06-19 00:00:00,Delta Solutions,1030,414.85,JPY,2006,3010,12621.8,12639.32
2023-04-21 00:00:00,Gamma Inc,1017,73.84,CHF,2005,3005,3814.97,3832.2
2023-11-14 00:00:00,Delta Solutions,1016,102.12,GBP,2010,3002,269197.18,271815.18
2023-06-24 00:00:00,Alpha Corp,1018,65.53,JPY,2016,3011,270666.0,268592.35
2023-10-10 00:00:00,Gamma Inc,1010,59.1,USD,2007,3019,7125.91,7180.26
2023-11-17 00:00:00,Gamma Inc,1002,97.02,GBP,2014,3003,126614.12,127457.65
2023-09-19 00:00:00,Alpha Corp,1031,49.58,USD,2006,3010,79060.86,79378.85
2023-03-14 00:00:00,Omega Services,1005,701.87,USD,2006,3006,32925.28,33111.6
2023-06-11 00:00:00,Omega Services,1046,179.66,USD,2000,3003,90285.89,90499.76
2023-05-01 00:00:00,Theta Holdings,1022,117.23,SEK,2000,3004,98572.59,99395.01
2023-10-12 00:00:00,Delta Solutions,1016,95.62,JPY,2000,3019,179766.37,178851.47
2023-11-01 00:00:00,Epsilon Tech,1035,38.86,SEK,2014,3001,24264.34,24378.54
2023-06-19 00:00:00,Beta Ltd,1014,313.03,CHF,2003,3001,4745659.5,4744503.78
2023-11-10 00:00:00,Gamma Inc,1002,62.04,GBP,2002,3000,232973.65,230939.16999999998
2023-03-07 00:00:00,Delta Solutions,1034,111.13,CHF,2015,3009,180140.4,180077.06
2023-09-11 00:00:00,Gamma Inc,1021,103.23,CNY,2007,3003,153294.04,153297.44
2023-05-03 00:00:00,Lambda Systems,1019,76.61,CHF,2003,3002,75079.83,74352.08
2023-10-25 00:00:00,Alpha Corp,1002,95.72,CHF,2013,3001,4287044.66,4317029.95
2023-12-05 00:00:00,Gamma Inc,1007,718.73,NZD,2000,3012,3981.31,3946.64
2023-11-10 00:00:00,Gamma Inc,1040,454.95,AUD,2018,3004,52340.65,51861.26
2023-04-26 00:00:00,Sigma Group,1006,656.1,USD,2011,3007,263899.53,264424.72000000003
2023-05-09 00:00:00,Beta Ltd,1024,114.92,JPY,2003,3016,72802.73,73106.97
2023-05-09 00:00:00,Alpha Corp,1006,97.77,CNY,2006,3005,76111.83,75792.2
2023-04-07 00:00:00,Delta Solutions,1031,509.89,AUD,2009,3009,52949.99,53320.5
2023-06-28 00:00:00,Beta Ltd,1010,934.19,SEK,2010,3014,3686412.95,3711182.37
2023-03-04 00:00:00,Beta Ltd,1024,115.97,AUD,2018,3003,29938.36,30000.28
2023-04-11 00:00:00,Omega Services,1013,142.9,SEK,2011,3007,335951.44,337583.44
2023-01-12 00:00:00,Gamma Inc,1035,37.57,USD,2013,3019,502328.17,502495.49
2023-01-09 00:00:00,Theta Holdings,1030,241.15,CHF,2014,3000,23889.42,24058.25
2023-02-08 00:00:00,Delta Solutions,1027,142.06,EUR,2008,3014,1531272.64,1531775.76
2023-09-15 00:00:00,Sigma Group,1036,110.51,NZD,2006,3009,201466.63,200195.96
2023-10-25 00:00:00,Epsilon Tech,1006,508.29,AUD,2000,3001,20757.46,20631.54
2023-06-10 00:00:00,Epsilon Tech,1034,19.17,EUR,2018,3019,21528.5,21416.89
2023-02-04 00:00:00,Gamma Inc,1006,50.57,SEK,2017,3019,764467.39,757268.55
2023-05-18 00:00:00,Epsilon Tech,1016,802.14,CHF,2001,3001,144999.67,145346.5
2023-05-16 00:00:00,Beta Ltd,1035,443.64,AUD,2002,3008,1420240.27,1431011.66
2023-03-28 00:00:00,Alpha Corp,1022,625.98,EUR,2000,3015,272615.94,271755.01
2023-09-06 00:00:00,Sigma Group,1042,73.19,AUD,2013,3017,596051.78,599504.7000000001
2023-02-19 00:00:00,Delta Solutions,1027,88.43,AUD,2001,3004,74631.95,74288.55
2023-06-11 00:00:00,Theta Holdings,1006,447.5,JPY,2002,3015,35512.06,35418.6
2023-02-07 00:00:00,Sigma Group,1028,405.23,SEK,2011,3015,29757.07,29718.52
2023-10-08 00:00:00,Lambda Systems,1023,353.01,CHF,2010,3000,435792.47,436753.45999999996
2023-02-06 00:00:00,Delta Solutions,1023,82.12,SEK,2014,3012,266059.94,264130.47000000003
2023-01-28 00:00:00,Beta Ltd,1017,202.33,JPY,2001,3013,37558.74,37896.43
2023-06-28 00:00:00,Beta Ltd,1049,318.1,EUR,2012,3018,577262.09,582537.5299999999
2023-09-27 00:00:00,Omega Services,1034,159.24,CAD,2013,3000,6413.71,6412.09
2023-06-22 00:00:00,Epsilon Tech,1029,95.07,NZD,2007,3011,6106753.97,6098832.6899999995
2023-02-17 00:00:00,Gamma Inc,1047,164.18,USD,2018,3003,1549112.15,1540661.4
2023-04-01 00:00:00,Epsilon Tech,1014,158.88,NZD,2006,3011,298766.6,299139.94999999995
2023-07-02 00:00:00,Epsilon Tech,1047,197.93,NZD,2012,3013,609503.71,608265.99
2023-08-06 00:00:00,Alpha Corp,1033,94.22,CNY,2000,3015,97589.12,97503.62999999999
2023-11-20 00:00:00,Delta Solutions,1016,42.05,CNY,2018,3019,47760.49,47430.509999999995
2023-09-05 00:00:00,Delta Solutions,1031,82.52,CNY,2018,3014,485027.75,488065.79
2023-05-11 00:00:00,Alpha Corp,1007,375.85,JPY,2001,3005,82121.57,82911.39000000001
2023-10-08 00:00:00,Beta Ltd,1009,626.63,SEK,2017,3013,81869.05,81920.42
2023-10-17 00:00:00,Alpha Corp,1014,363.91,USD,2010,3009,442.1,439.21000000000004
2023-03-21 00:00:00,Theta Holdings,1046,117.1,AUD,2001,3014,982348.28,981946.55
2023-03-22 00:00:00,Sigma Group,1045,157.28,USD,2004,3006,149416.86,149535.11
2023-10-09 00:00:00,Alpha Corp,1031,539.88,EUR,2007,3012,2887114.85,2874677.18
2023-08-10 00:00:00,Alpha Corp,1035,84.19,GBP,2019,3003,179539.93,180881.15
2023-01-25 00:00:00,Lambda Systems,1016,93.19,SEK,2000,3010,197869.32,196285.62
2023-08-02 00:00:00,Delta Solutions,1010,120.69,GBP,2001,3019,5203.0,5170.21
2023-09-27 00:00:00,Sigma Group,1013,182.92,EUR,2017,3015,26664.59,26873.73
2023-02-24 00:00:00,Epsilon Tech,1025,442.46,JPY,2014,3016,156965.83,158160.19999999998
2023-07-25 00:00:00,Delta Solutions,1037,123.3,JPY,2011,3005,231319.08,232223.97999999998
2023-11-13 00:00:00,Epsilon Tech,1014,69.57,EUR,2018,3002,3893301.36,3894227.4099999997
2023-09-14 00:00:00,Delta Solutions,1006,67.13,CHF,2017,3002,35262.45,35242.67
2023-11-27 00:00:00,Epsilon Tech,1023,68.94,JPY,2015,3010,18827.78,18962.36
2023-09-05 00:00:00,Sigma Group,1020,128.32,GBP,2002,3002,3055392.96,3044864.53
2023-12-11 00:00:00,Kappa Ventures,1028,44.73,CNY,2019,3016,27345693.68,27146593.73
2023-08-04 00:00:00,Lambda Systems,1036,149.51,NZD,2006,3016,1895269.02,1882731.86
2023-10-13 00:00:00,Beta Ltd,1040,179.13,EUR,2000,3016,599752.9,594739.72
2023-07-22 00:00:00,Gamma Inc,1002,504.11,CHF,2002,3017,730310.95,723343.5499999999
2023-03-02 00:00:00,Lambda Systems,1021,116.17,CAD,2002,3007,2454266.35,2451162.5500000003
2023-05-31 00:00:00,Epsilon Tech,1045,659.15,NZD,2013,3001,2604004.22,2622317.5
2023-08-04 00:00:00,Kappa Ventures,1022,195.84,NZD,2011,3005,862298.19,857017.9099999999
2023-07-03 00:00:00,Delta Solutions,1030,81.22,CAD,2005,3004,14155.63,14292.05
2023-03-27 00:00:00,Gamma Inc,1025,78.08,NZD,2017,3005,1321408.7,1333174.76
2023-11-03 00:00:00,Sigma Group,1028,253.14,NZD,2005,3013,104330.97,104293.23
2023-06-23 00:00:00,Lambda Systems,1017,181.98,JPY,2007,3019,731971.26,730324.78
2023-10-28 00:00:00,Kappa Ventures,1035,86.47,USD,2001,3011,199362.68,197762.63999999998
2023-01-18 00:00:00,Epsilon Tech,1029,81.76,NZD,2017,3007,1506780.02,1495897.53
2023-12-24 00:00:00,Sigma Group,1046,123.89,SEK,2001,3015,108220.02,108647.33
2023-10-02 00:00:00,Delta Solutions,1012,129.28,GBP,2018,3016,581357.35,577727.88
2023-12-14 00:00:00,Lambda Systems,1015,128.78,USD,2013,3009,1304781.98,1292611.6
2023-03-22 00:00:00,Kappa Ventures,1023,87.24,CAD,2017,3012,96849.59,96349.55
2023-02-27 00:00:00,Kappa Ventures,1044,322.12,NZD,2008,3016,24128.77,24142.23
2023-03-22 00:00:00,Kappa Ventures,1011,229.3,EUR,2007,3014,1379.76,1382.5
2023-10-09 00:00:00,Delta Solutions,1040,166.02,CAD,2006,3009,31119.67,31121.539999999997
2023-04-05 00:00:00,Beta Ltd,1042,48.17,AUD,2012,3003,2303773.12,2324295.17
2023-09-16 00:00:00,Sigma Group,1010,43.34,CNY,2009,3012,65380.5,65575.45
2023-10-14 00:00:00,Alpha Corp,1023,45.27,SEK,2009,3015,19515.23,19581.31
2023-11-28 00:00:00,Theta Holdings,1010,47.82,CNY,2018,3000,109140.12,109912.73999999999
2023-10-27 00:00:00,Delta Solutions,1024,33.21,CHF,2016,3018,71159.13,70602.09000000001
2023-06-19 00:00:00,Sigma Group,1004,143.91,JPY,2017,3002,231222.43,233391.07
2023-02-28 00:00:00,Epsilon Tech,1042,128.21,GBP,2010,3005,823089.08,827397.44
2023-05-22 00:00:00,Sigma Group,1036,248.66,EUR,2009,3008,92203.77,92159.99
2023-03-27 00:00:00,Kappa Ventures,1000,1933.08,CNY,2016,3008,54704.99,54470.52
2023-01-20 00:00:00,Kappa Ventures,1045,43.53,JPY,2004,3001,68894.36,68509.88
2023-04-30 00:00:00,Delta Solutions,1009,374.29,CHF,2015,3005,11531789.04,11601067.84
2023-12-14 00:00:00,Epsilon Tech,1014,295.45,CNY,2003,3003,206148.47,206011.98
2023-08-02 00:00:00,Alpha Corp,1000,459.89,JPY,2007,3007,11384.22,11437.48
2023-04-25 00:00:00,Gamma Inc,1039,114.2,JPY,2001,3014,71222.99,70574.82
2023-12-15 00:00:00,Epsilon Tech,1025,35.14,CNY,2019,3007,30131.02,30397.760000000002
2023-04-14 00:00:00,Omega Services,1035,57.58,NZD,2001,3007,80536.91,80826.7
2023-01-14 00:00:00,Epsilon Tech,1047,94.68,JPY,2016,3004,195339.86,195020.74
2023-02-19 00:00:00,Omega Services,1001,214.52,JPY,2016,3009,4192324.33,4226493.29
2023-10-03 00:00:00,Lambda Systems,1013,308.32,EUR,2018,3001,80526.65,80828.18
2023-03-29 00:00:00,Epsilon Tech,1035,353.36,EUR,2012,3010,14090.27,14221.630000000001
2023-05-14 00:00:00,Sigma Group,1021,153.14,SEK,2012,3005,40698.93,40331.94
2023-08-18 00:00:00,Beta Ltd,1047,112.98,EUR,2018,3013,352.93,350.61
2023-10-02 00:00:00,Omega Services,1024,425.11,CNY,2015,3012,1223486.97,1217959.32
2023-05-21 00:00:00,Epsilon Tech,1045,226.97,CHF,2001,3001,20366.56,20451.670000000002
2023-03-28 00:00:00,Beta Ltd,1012,177.92,USD,2013,3000,11104.45,11004.61
2023-05-06 00:00:00,Epsilon Tech,1028,220.99,NZD,2016,3018,1969.11,1960.37
2023-02-12 00:00:00,Sigma Group,1004,130.06,JPY,2008,3005,40557.06,40819.31
2023-11-01 00:00:00,Epsilon Tech,1019,265.01,CHF,2011,3007,9211.03,9291.400000000001
2023-10-18 00:00:00,Beta Ltd,1009,320.93,EUR,2016,3014,544600.55,546164.67
2023-02-25 00:00:00,Omega Services,1032,173.11,EUR,2018,3019,35310.14,35362.84
2023-12-14 00:00:00,Gamma Inc,1025,77.79,EUR,2010,3009,41455.02,41421.729999999996
2023-04-19 00:00:00,Lambda Systems,1041,623.97,GBP,2004,3003,93234.31,93756.23999999999
2023-02-25 00:00:00,Alpha Corp,1028,62.3,NZD,2007,3016,1938724.85,1922881.54
2023-05-16 00:00:00,Omega Services,1026,102.72,NZD,2013,3007,1566166.43,1568518.2
2023-01-23 00:00:00,Delta Solutions,1011,43.25,AUD,2014,3000,4659587.18,4666579.66
2023-05-07 00:00:00,Delta Solutions,1020,99.93,NZD,2015,3018,1577636.19,1592114.73
2023-01-06 00:00:00,Beta Ltd,1002,57.13,NZD,2013,3019,5253.8,5260.0
2023-03-16 00:00:00,Lambda Systems,1034,56.84,CAD,2012,3010,275439.94,275148.48
2023-07-13 00:00:00,Beta Ltd,1019,195.58,JPY,2001,3006,482441.81,484785.18
2023-01-13 00:00:00,Epsilon Tech,1048,879.08,AUD,2013,3003,376412.26,378198.43
2023-01-14 00:00:00,Theta Holdings,1002,475.89,JPY,2016,3014,34893.21,35227.24
2023-04-30 00:00:00,Epsilon Tech,1029,70.0,JPY,2014,3017,378991.19,376527.48
2023-05-06 00:00:00,Omega Services,1007,43.28,CNY,2006,3013,23230069.47,23224058.74
2023-09-10 00:00:00,Epsilon Tech,1011,619.46,USD,2011,3009,17093.74,17078.0
2023-09-08 00:00:00,Epsilon Tech,1037,104.57,EUR,2004,3014,736930.71,740445.52
2023-05-31 00:00:00,Kappa Ventures,1043,316.98,USD,2018,3009,599342.35,601887.45
2023-04-25 00:00:00,Gamma Inc,1023,297.62,NZD,2009,3012,155793.72,155157.15
2023-04-21 00:00:00,Theta Holdings,1008,650.52,CHF,2016,3013,485582.75,487348.62
2023-05-09 00:00:00,Delta Solutions,1007,44.94,AUD,2003,3000,1454952.54,1455137.78
2023-11-14 00:00:00,Sigma Group,1027,121.11,CAD,2002,3001,147937.69,148357.51
2023-03-05 00:00:00,Lambda Systems,1011,3321.86,EUR,2011,3010,10946.72,11056.029999999999
2023-02-28 00:00:00,Alpha Corp,1041,209.16,EUR,2011,3002,105593.6,106203.78
2023-11-06 00:00:00,Beta Ltd,1003,148.5,USD,2007,3010,190994.28,189332.87
2023-06-10 00:00:00,Theta Holdings,1028,819.52,SEK,2017,3007,5136196.8,5177277.87
2023-12-14 00:00:00,Kappa Ventures,1047,271.68,SEK,2001,3014,400518.38,396775.02
2023-08-26 00:00:00,Kappa Ventures,1013,42.47,USD,2023,3002,142605.98,142063.71000000002
2023-02-22 00:00:00,Kappa Ventures,1035,432.72,CNY,2005,3009,255750.98,253407.07
2023-07-27 22:00:00,Delta Solutions,1032,122.89,CNY,2013,3015,426545.48,425904.51999999996
2023-10-29 00:00:00,Lambda Systems,1036,128.96,JPY,2001,3018,59245.93,59425.18
2023-02-27 00:00:00,Omega Services,1017,332.93,NZD,2002,3004,109942.47,109617.55
2023-06-12 00:00:00,Sigma Group,1035,632.54,AUD,2017,3015,2297574.9,2277534.37
2023-11-11 00:00:00,Theta Holdings,1033,463.64,JPY,2003,3007,40917.95,41212.17
2023-06-17 00:00:00,Omega Services,1016,234.38,CAD,2009,3005,25703.65,25791.800000000003
2023-11-12 00:00:00,Kappa Ventures,1001,53.0,JPY,2000,3006,33532.73,33602.29
2023-05-06 00:00:00,Gamma Inc,1033,54.7,EUR,2018,3004,25161.62,25226.059999999998
2023-04-17 00:00:00,Lambda Systems,1036,164.27,CAD,2003,3008,197917.28,197028.59
2023-02-20 00:00:00,Lambda Systems,1033,643.62,USD,2005,3014,46813.64,46451.87
2023-05-04 00:00:00,Sigma Group,1014,68.0,CNY,2002,3014,39969.97,39746.78
2023-05-15 00:00:00,Alpha Corp,1027,2569.68,JPY,2019,3003,392429.47,393099.92
2023-07-13 00:00:00,Kappa Ventures,1013,260.17,CNY,2006,3018,24487.52,24512.22
2023-08-22 00:00:00,Alpha Corp,1022,111.14,EUR,2009,3002,43700.55,43460.280000000006
2023-04-05 00:00:00,Epsilon Tech,1027,179.41,CHF,2015,3014,73871.19,74203.91
2023-04-07 00:00:00,Omega Services,1042,156.53,USD,2005,3009,1899440.45,1916691.05
2023-05-10 00:00:00,Theta Holdings,1021,1721.71,SEK,2009,3015,4613475.93,4581156.16
2023-10-30 00:00:00,Epsilon Tech,1011,64.56,AUD,2018,3016,194968.28,193405.3
2023-12-17 00:00:00,Sigma Group,1037,68.14,CNY,2005,3000,612756.22,606966.6
2023-04-09 00:00:00,Theta Holdings,1001,101.43,USD,2013,3000,127642.69,127627.29000000001
2023-03-02 00:00:00,Omega Services,1045,131.94,JPY,2017,3006,220700.4,222155.57
2023-05-10 00:00:00,Lambda Systems,1027,96.4,USD,2000,3005,1309636.27,1308657.49
2023-05-30 00:00:00,Sigma Group,1047,75.75,CHF,2017,3014,26371.95,26197.74
2023-07-13 00:00:00,Gamma Inc,1006,199.44,CNY,2003,3011,36003.99,35678.03
2023-12-05 00:00:00,Alpha Corp,1016,95.1,EUR,2010,3005,178667.98,178251.76
2023-09-11 00:00:00,Beta Ltd,1033,176.65,CAD,2003,3012,20224.29,20345.73
2023-08-21 00:00:00,Gamma Inc,1006,295.74,JPY,2001,3014,1560713.37,1571082.35
2023-09-22 00:00:00,Gamma Inc,1032,130.57,JPY,2018,3014,21465.21,21457.879999999997
2023-03-07 00:00:00,Omega Services,1015,35.82,GBP,2017,3016,268484.67,270824.63
2023-10-02 00:00:00,Beta Ltd,1016,88.56,JPY,2011,3017,48492.39,48326.68
2023-03-09 00:00:00,Kappa Ventures,1021,691.46,CNY,2001,3019,281199.82,279064.94
2023-11-02 00:00:00,Delta Solutions,1002,275.11,USD,2018,3014,333098.62,330203.89
2023-11-20 00:00:00,Delta Solutions,1037,482.25,CAD,2002,3006,58943.44,59479.450000000004
2023-11-26 00:00:00,Theta Holdings,1038,764.01,EUR,2010,3000,134043.96,135005.5
2023-03-26 00:00:00,Omega Services,1018,87.67,NZD,2010,3005,47726.82,47452.08
2023-03-07 00:00:00,Kappa Ventures,1004,279.32,CNY,2017,3019,342915.15,343499.26
2023-08-31 00:00:00,Alpha Corp,1035,50.85,EUR,2001,3003,7662979.97,7628359.569999999
2023-03-05 00:00:00,Gamma Inc,1038,243.4,CAD,2007,3001,52089.07,71001.79000000001
2023-08-05 00:00:00,Sigma Group,1019,276.48,JPY,2007,3014,302208.65,302038.41000000003
2023-03-16 00:00:00,Epsilon Tech,1033,17.08,EUR,2011,3002,1017721.79,1015981.91
2023-08-02 00:00:00,Omega Services,1023,125.7,CAD,2015,3002,619159.0,614632.78
2023-06-20 00:00:00,Delta Solutions,1046,40.95,SEK,2018,3009,15008.6,14957.050000000001
2023-10-25 00:00:00,Sigma Group,1028,169.15,CHF,2005,3002,20400.72,20567.38
2023-08-29 00:00:00,Epsilon Tech,1004,50.09,USD,2019,3006,675678.62,680132.97
