Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHUB Balance
2025-10-04,Alpha Inc,ACC003,AU04,JPY,PA003,SA001,11790.75,12206.76
2025-01-21,Delta Inc,ACC005,AU03,JPY,PA001,SA001,13888.26,5355.29
2025-06-18,Gamma LLC,ACC003,AU01,,PA003,SA001,14830.14,14227.47
2025-11-10,Epsilon,ACC004,AU05,USD,PA004,SA001,9867.31,7529.62
2025-01-24,Epsilon,ACC005,AU04,JPY,PA005,SA002,9095.87,7451.2
2025-03-29,Epsilon,ACC004,AU04,JPY,PA005,SA004,10808.35,
2025-03-18,Epsilon,ACC004,AU03,GBP,PA001,SA005,11183.49,10185.17
2025-02-23,Alpha Inc,ACC001,AU02,GBP,PA002,SA001,7372.57,13796.35
2025-05-11,Alpha Inc,ACC001,AU02,INR,PA003,SA001,9466.16,14874.82
2025-02-07,Alpha Inc,ACC003,AU05,JPY,PA003,SA002,7036.92,13869.38
2025-01-20,Beta Ltd,ACC001,AU01,,PA003,SA005,6957.49,10618.94
,Delta Inc,ACC002,AU05,INR,PA003,SA001,6668.05,
2025-02-17,Gamma LLC,ACC004,AU03,GBP,PA001,SA005,8183.33,
2025-05-18,Beta Ltd,ACC001,AU04,GBP,PA004,SA003,8352.22,13643.2
2025-09-10,Beta Ltd,ACC005,AU01,,PA001,SA003,5070.09,
2025-10-03,Alpha Inc,ACC002,AU05,INR,PA003,SA002,7417.83,12387.11
2025-10-18,Beta Ltd,ACC005,AU02,USD,PA001,SA004,11521.38,6057.19
,Gamma LLC,ACC001,AU02,JPY,PA001,SA004,12809.52,5582.42
2025-05-07,Alpha Inc,ACC001,AU04,USD,PA003,SA005,9719.26,14018.25
2025-07-23,Gamma LLC,ACC001,AU01,EUR,PA002,SA004,6251.6,9684.4
2025-04-21,Gamma LLC,ACC002,AU01,GBP,PA001,SA001,14582.82,12576.75
2025-02-24,Epsilon,ACC003,AU03,,PA005,SA003,9325.14,14393.65
2025-04-26,Epsilon,ACC005,AU03,JPY,PA004,SA003,13851.01,10262.58
,Delta Inc,ACC001,AU03,JPY,PA001,SA005,5319.34,13252.55
2025-08-21,Gamma LLC,ACC003,AU03,EUR,PA002,SA004,10736.98,5931.21
2025-01-03,Delta Inc,ACC002,AU04,INR,PA004,SA003,11058.55,12504.76
2025-09-11,Epsilon,ACC003,AU05,JPY,PA003,SA003,11464.45,7999.58
2025-05-22,Alpha Inc,ACC002,AU04,,PA001,SA005,10340.81,10070.41
2025-09-03,Beta Ltd,ACC004,AU01,EUR,PA005,SA003,6464.48,14548.26
2025-11-17,Epsilon,ACC001,AU03,EUR,PA002,SA003,10944.44,5424.19
2025-10-06,Alpha Inc,ACC002,AU04,EUR,PA004,SA004,9573.05,9839.54
2025-09-17,Alpha Inc,ACC004,AU01,EUR,PA005,SA004,13856.85,14058.4
2025-10-12,Delta Inc,ACC001,AU03,INR,PA005,SA002,11252.73,10237.51
2025-11-23,Beta Ltd,ACC003,AU01,GBP,PA004,SA001,14161.27,10388.19
,Delta Inc,ACC003,AU02,USD,PA001,SA002,10649.28,11901.45
2025-05-19,Epsilon,ACC004,AU01,,PA003,SA003,9308.45,9380.48
2025-03-05,Delta Inc,ACC003,AU05,GBP,PA005,SA005,12384.52,8612.24
2025-07-09,Beta Ltd,ACC005,AU03,INR,PA004,SA004,5432.32,9302.59
2025-04-02,Beta Ltd,ACC001,AU04,EUR,PA001,SA001,8488.93,5621.43
2025-10-12,Delta Inc,ACC002,AU02,EUR,PA001,SA001,10260.76,10307.71
2025-01-07,Gamma LLC,ACC005,AU02,,PA001,SA003,13386.65,7954.34
2025-12-01,Gamma LLC,ACC005,AU05,EUR,PA001,SA003,5583.05,13803.14
2025-12-31,Gamma LLC,ACC001,AU05,EUR,PA002,SA003,13773.05,9320.11
2025-04-08,Alpha Inc,ACC002,AU02,INR,PA005,SA004,5476.43,6527.62
2025-03-06,Gamma LLC,ACC004,AU03,GBP,PA004,SA002,9399.63,5853.71
2025-05-23,Epsilon,ACC004,AU02,GBP,PA003,SA004,13201.98,14828.49
2025-04-16,Delta Inc,ACC005,AU01,USD,PA002,SA004,14670.7,14085.36
2025-04-14,Delta Inc,ACC005,AU03,GBP,PA005,SA004,8464.31,7860.69
2025-01-05,Gamma LLC,ACC003,AU03,GBP,PA003,SA005,6597.92,5469.69
2025-08-01,Gamma LLC,ACC002,AU01,,PA001,SA003,9060.46,10149.34
2025-11-13,Epsilon,ACC005,AU04,JPY,PA003,SA002,7881.94,6962.1
,Epsilon,ACC004,AU02,USD,PA001,SA001,12207.54,6410.83
,Gamma LLC,ACC004,AU02,INR,PA001,SA002,5337.18,5090.35
,Gamma LLC,ACC002,AU02,GBP,PA002,SA001,8114.67,7471.94
,Delta Inc,ACC004,AU01,GBP,PA002,SA003,8121.45,6914.85
2025-04-01,Delta Inc,ACC002,AU05,USD,PA001,SA005,12842.02,
2025-11-10,Delta Inc,ACC005,AU01,GBP,PA003,SA002,6304.3,8180.8
2025-07-10,Gamma LLC,ACC005,AU03,,PA004,SA003,13524.93,10282.98
2025-10-21,Beta Ltd,ACC002,AU01,INR,PA003,SA003,10034.3,10182.87
2025-08-26,Alpha Inc,ACC003,AU05,INR,PA005,SA001,13002.11,6891.46
2025-06-09,Beta Ltd,ACC005,AU01,USD,PA002,SA001,7847.94,7228.02
2025-10-31,Delta Inc,ACC002,AU01,INR,PA003,SA003,8210.23,11353.03
2025-04-20,Gamma LLC,ACC005,AU02,GBP,PA003,SA001,11988.91,5292.64
2025-12-08,Delta Inc,ACC002,AU04,INR,PA002,SA004,5274.06,7042.96
2025-11-03,Delta Inc,ACC005,AU03,GBP,PA004,SA002,10014.07,9804.88
2025-10-13,Delta Inc,ACC004,AU02,EUR,PA001,SA001,14265.74,5410.05
2025-06-06,Alpha Inc,ACC004,AU04,JPY,PA002,SA005,7722.08,11319.18
2025-10-08,Alpha Inc,ACC005,AU05,INR,PA004,SA003,9542.79,8311.57
2025-10-30,Alpha Inc,ACC005,AU04,EUR,PA003,SA001,13241.53,6151.18
2025-01-06,Epsilon,ACC004,AU03,JPY,PA001,SA002,9215.14,5281.42
2025-04-06,Epsilon,ACC002,AU02,EUR,PA002,SA003,8975.94,6331.78
2025-08-29,Alpha Inc,ACC003,AU02,GBP,PA003,SA005,6638.15,12600.22
2025-11-17,Epsilon,ACC003,AU02,JPY,PA004,SA005,5048.78,8256.1
2025-06-14,Beta Ltd,ACC005,AU02,INR,PA003,SA002,12562.06,9372.84
2025-10-07,Alpha Inc,ACC004,AU05,INR,PA001,SA002,5514.95,5937.41
2025-11-05,Gamma LLC,ACC003,AU03,,PA003,SA002,5636.44,8243.03
2025-05-26,Epsilon,ACC002,AU04,INR,PA002,SA003,13246.29,9532.83
2025-06-30,Beta Ltd,ACC003,AU05,USD,PA005,SA004,11932.24,5354.59
2025-02-12,Gamma LLC,ACC004,AU04,EUR,PA001,SA003,7354.37,8150.13
2025-03-21,Alpha Inc,ACC002,AU05,INR,PA002,SA002,5533.19,12872.36
2025-01-31,Alpha Inc,ACC001,AU01,EUR,PA005,SA002,6310.52,9229.4
,Epsilon,ACC001,AU04,EUR,PA004,SA001,8338.58,
2025-09-01,Gamma LLC,ACC001,AU01,GBP,PA004,SA004,8202.85,5564.98
2025-07-18,Gamma LLC,ACC005,AU01,JPY,PA005,SA002,14301.5,8669.31
2025-06-01,Beta Ltd,ACC002,AU02,,PA001,SA004,13677.96,9415.17
2025-05-26,Beta Ltd,ACC005,AU01,JPY,PA003,SA001,12126.83,11371.71
2025-03-26,Gamma LLC,ACC005,AU05,EUR,PA001,SA003,7422.48,13585.52
2025-12-08,Delta Inc,ACC005,AU04,USD,PA004,SA004,10496.69,11772.41
2025-10-19,Epsilon,ACC001,AU05,GBP,PA002,SA003,6681.63,
2025-07-02,Epsilon,ACC005,AU03,EUR,PA005,SA002,6687.91,8419.58
2025-08-06,Epsilon,ACC002,AU02,USD,PA003,SA004,5245.82,12602.06
2025-07-20,Gamma LLC,ACC002,AU01,EUR,PA004,SA003,9022.06,13914.47
2025-02-13,Gamma LLC,ACC005,AU02,INR,PA003,SA001,7704.39,5845.93
2025-05-18,Beta Ltd,ACC002,AU03,JPY,PA005,SA002,13972.0,6648.3
2025-09-29,Epsilon,ACC002,AU05,JPY,PA003,SA004,7863.6,
2025-10-03,Gamma LLC,ACC003,AU04,GBP,PA003,SA002,10589.47,12431.03
,Delta Inc,ACC005,AU01,INR,PA001,SA005,5751.48,7791.89
,Gamma LLC,ACC005,AU01,INR,PA005,SA001,11844.77,14518.85
2025-06-04,Beta Ltd,ACC003,AU03,USD,PA005,SA003,7450.2,13089.16
2025-03-02,Alpha Inc,ACC004,AU02,JPY,PA001,SA002,7408.84,14082.73
2025-10-07,Beta Ltd,ACC005,AU02,USD,PA003,SA003,8125.09,6254.07
2025-05-29,Delta Inc,ACC003,AU04,INR,PA003,SA003,9997.26,6705.48
2025-10-06,Epsilon,ACC002,AU01,EUR,PA005,SA005,14032.88,12274.03
2025-07-15,Beta Ltd,ACC005,AU04,USD,PA005,SA003,13902.16,9515.32
2025-05-14,Delta Inc,ACC003,AU03,INR,PA001,SA004,10141.43,14163.13
2025-03-01,Gamma LLC,ACC004,AU01,,PA004,SA005,13667.49,13687.44
2025-08-24,Epsilon,ACC004,AU04,JPY,PA005,SA004,7389.74,11463.15
2025-10-14,Beta Ltd,ACC004,AU05,GBP,PA004,SA005,5267.54,8565.12
2025-12-23,Delta Inc,ACC003,AU01,GBP,PA002,SA005,14744.05,6979.54
2025-03-23,Delta Inc,ACC003,AU05,INR,PA004,SA005,9046.26,9812.4
2025-01-24,Gamma LLC,ACC004,AU03,GBP,PA001,SA005,10681.19,10191.64
2025-01-20,Gamma LLC,ACC002,AU05,INR,PA005,SA004,6413.15,7903.87
,Delta Inc,ACC002,AU03,EUR,PA004,SA005,13934.51,14546.6
2025-02-07,Epsilon,ACC002,AU02,,PA003,SA005,11925.94,7629.53
2025-02-26,Beta Ltd,ACC005,AU04,EUR,PA001,SA004,9820.78,7457.36
2025-01-30,Gamma LLC,ACC003,AU01,EUR,PA003,SA002,7258.35,11736.47
2025-08-24,Delta Inc,ACC004,AU05,JPY,PA003,SA005,12764.49,14167.76
2025-05-20,Alpha Inc,ACC002,AU02,USD,PA002,SA004,7825.71,8884.26
2025-03-15,Beta Ltd,ACC005,AU04,JPY,PA004,SA005,6999.21,13625.94
2025-08-18,Alpha Inc,ACC003,AU02,USD,PA004,SA003,10079.33,
2025-09-15,Beta Ltd,ACC002,AU02,USD,PA005,SA001,5178.32,6231.06
2025-10-22,Delta Inc,ACC001,AU05,EUR,PA005,SA004,13806.04,5021.5
2025-04-30,Beta Ltd,ACC005,AU02,JPY,PA002,SA004,9083.14,14256.07
2025-07-29,Gamma LLC,ACC001,AU04,INR,PA002,SA005,8365.1,
2025-12-02,Delta Inc,ACC001,AU05,INR,PA002,SA005,10573.68,10945.29
2025-03-01,Gamma LLC,ACC005,AU02,USD,PA003,SA001,8991.79,5642.88
2025-03-26,Delta Inc,ACC001,AU02,USD,PA004,SA004,9055.63,12347.5
2025-09-06,Epsilon,ACC003,AU01,JPY,PA001,SA003,12589.88,5647.49
2025-07-28,Epsilon,ACC001,AU02,GBP,PA001,SA005,14919.64,10795.07
2025-02-22,Beta Ltd,ACC004,AU03,JPY,PA003,SA003,11689.78,8706.41
2025-09-18,Epsilon,ACC001,AU01,GBP,PA002,SA004,10724.46,6723.0
2025-08-14,Delta Inc,ACC003,AU04,USD,PA003,SA002,9923.54,
2025-01-26,Alpha Inc,ACC005,AU03,GBP,PA004,SA001,9012.2,
2025-07-18,Beta Ltd,ACC005,AU03,USD,PA004,SA002,9218.84,11623.92
2025-09-07,Beta Ltd,ACC002,AU02,,PA005,SA004,5685.85,12161.55
2025-07-09,Alpha Inc,ACC005,AU02,INR,PA001,SA001,5522.24,10128.95
2025-10-29,Epsilon,ACC003,AU05,USD,PA004,SA003,14821.59,5164.04
2025-04-29,Alpha Inc,ACC004,AU01,INR,PA004,SA002,10410.39,6271.09
2025-08-16,Beta Ltd,ACC005,AU05,INR,PA001,SA002,8117.01,9879.71
,Delta Inc,ACC004,AU05,JPY,PA001,SA004,12883.46,6366.83
2025-12-06,Alpha Inc,ACC001,AU04,JPY,PA001,SA001,13938.91,10381.01
2025-06-21,Gamma LLC,ACC001,AU05,GBP,PA002,SA003,11941.96,8469.58
2025-08-23,Epsilon,ACC003,AU03,GBP,PA002,SA001,8639.12,
2025-12-09,Alpha Inc,ACC002,AU04,USD,PA002,SA005,6112.73,6124.63
2025-03-17,Epsilon,ACC003,AU04,,PA004,SA001,9559.6,11066.05
2025-08-18,Beta Ltd,ACC001,AU03,USD,PA004,SA005,13011.01,9843.21
2025-02-18,Epsilon,ACC001,AU02,USD,PA003,SA003,11813.5,7162.09
2025-12-18,Alpha Inc,ACC004,AU01,,PA003,SA004,13823.09,6989.69
,Delta Inc,ACC001,AU05,GBP,PA002,SA005,13853.42,6219.21
2025-08-19,Beta Ltd,ACC002,AU01,JPY,PA003,SA002,10239.12,12754.96
2025-12-18,Delta Inc,ACC001,AU03,INR,PA005,SA003,10559.18,5458.79
2025-06-06,Alpha Inc,ACC003,AU04,GBP,PA002,SA005,8526.4,12202.36
2025-12-18,Gamma LLC,ACC002,AU05,GBP,PA001,SA002,6771.97,7207.57
2025-03-31,Epsilon,ACC004,AU02,JPY,PA002,SA005,8091.35,12173.19
2025-02-22,Epsilon,ACC001,AU03,INR,PA001,SA004,14594.76,5325.75
2025-01-29,Delta Inc,ACC004,AU03,GBP,PA005,SA001,6992.26,14693.68
2025-12-11,Epsilon,ACC002,AU05,EUR,PA003,SA002,13766.04,12275.68
2025-01-05,Beta Ltd,ACC003,AU04,EUR,PA001,SA003,14546.58,
2025-09-11,Epsilon,ACC001,AU04,EUR,PA004,SA005,6420.13,10283.97
2025-01-25,Alpha Inc,ACC001,AU05,JPY,PA005,SA004,7491.64,8847.43
2025-11-05,Gamma LLC,ACC003,AU02,USD,PA002,SA002,12439.88,6329.59
2025-12-19,Alpha Inc,ACC002,AU04,GBP,PA002,SA004,12338.6,6519.66
2025-07-25,Alpha Inc,ACC001,AU01,JPY,PA004,SA001,9539.58,
2025-12-14,Delta Inc,ACC004,AU04,INR,PA005,SA001,11630.05,10234.3
2025-12-05,Beta Ltd,ACC003,AU05,GBP,PA004,SA005,8818.14,14809.11
2025-01-21,Gamma LLC,ACC004,AU05,JPY,PA005,SA005,5396.56,12449.26
2025-02-08,Epsilon,ACC003,AU04,,PA005,SA002,6463.24,12011.84
2025-03-05,Beta Ltd,ACC004,AU01,INR,PA001,SA004,9532.83,11338.11
2025-02-24,Delta Inc,ACC002,AU05,,PA005,SA001,10107.37,14310.39
2025-02-12,Gamma LLC,ACC001,AU03,USD,PA004,SA001,7350.31,11838.72
2025-03-06,Alpha Inc,ACC004,AU05,,PA001,SA005,8206.46,7003.55
2025-11-12,Alpha Inc,ACC002,AU01,JPY,PA003,SA002,5247.68,11089.75
2025-03-04,Delta Inc,ACC004,AU05,USD,PA005,SA004,11777.29,11190.04
2025-09-30,Gamma LLC,ACC002,AU01,USD,PA002,SA002,11692.28,14798.49
2025-06-12,Delta Inc,ACC005,AU02,USD,PA003,SA003,11537.13,12022.71
2025-03-20,Epsilon,ACC001,AU03,EUR,PA003,SA004,13332.4,11073.73
2025-01-19,Alpha Inc,ACC001,AU03,GBP,PA005,SA001,11304.2,14533.22
2025-08-21,Alpha Inc,ACC001,AU02,INR,PA003,SA005,10961.48,5939.88
,Delta Inc,ACC002,AU01,GBP,PA003,SA005,14804.64,11205.58
2025-12-07,Gamma LLC,ACC005,AU03,INR,PA001,SA005,11506.82,
2025-03-25,Epsilon,ACC002,AU05,JPY,PA003,SA005,11593.51,6296.54
2025-01-06,Delta Inc,ACC001,AU04,,PA002,SA003,13425.43,8841.36
2025-11-19,Gamma LLC,ACC005,AU03,JPY,PA005,SA005,14426.89,5470.21
2025-02-21,Gamma LLC,ACC001,AU04,EUR,PA002,SA003,14235.13,
2025-05-01,Beta Ltd,ACC003,AU02,USD,PA005,SA001,7941.33,11921.46
,Alpha Inc,ACC003,AU02,USD,PA002,SA005,7483.88,7804.38
2025-08-05,Delta Inc,ACC004,AU01,JPY,PA003,SA004,12353.18,11154.9
2025-01-30,Alpha Inc,ACC004,AU03,INR,PA003,SA001,14469.21,10487.53
2025-06-07,Gamma LLC,ACC003,AU05,INR,PA003,SA004,7869.94,8734.55
2025-10-03,Epsilon,ACC004,AU04,INR,PA004,SA003,10504.97,8057.78
2025-08-04,Gamma LLC,ACC004,AU01,INR,PA004,SA004,7318.47,13558.98
2025-12-31,Beta Ltd,ACC005,AU02,JPY,PA001,SA002,13320.17,6392.44
2025-04-16,Epsilon,ACC003,AU03,JPY,PA005,SA004,12246.21,10907.7
2025-01-06,Gamma LLC,ACC003,AU05,USD,PA002,SA002,7162.08,11319.07
2025-03-13,Delta Inc,ACC004,AU05,JPY,PA005,SA003,8806.67,5542.82
2025-01-29,Beta Ltd,ACC005,AU03,JPY,PA002,SA005,10557.84,7015.02
2025-08-01,Beta Ltd,ACC003,AU04,GBP,PA001,SA004,10069.59,8273.31
2025-04-12,Delta Inc,ACC005,AU04,EUR,PA003,SA001,11460.69,14807.15
2025-05-27,Beta Ltd,ACC004,AU03,USD,PA004,SA004,5993.35,14740.85
2025-08-29,Beta Ltd,ACC003,AU01,,PA003,SA004,10669.9,14395.67
2025-05-05,Delta Inc,ACC001,AU02,GBP,PA003,SA004,10922.95,10490.38
2025-03-04,Delta Inc,ACC002,AU01,,PA005,SA003,8717.03,5044.05
2025-09-20,Beta Ltd,ACC005,AU05,INR,PA003,SA004,10596.64,10735.23
2025-06-29,Delta Inc,ACC002,AU01,USD,PA002,SA002,11758.13,7138.34
2025-02-15,Epsilon,ACC002,AU03,JPY,PA003,SA005,5568.06,8141.17
2025-06-22,Delta Inc,ACC002,AU02,USD,PA002,SA004,5711.11,10859.59
2025-01-09,Epsilon,ACC004,AU05,EUR,PA001,SA001,9334.52,12311.45
2025-03-26,Gamma LLC,ACC001,AU04,JPY,PA003,SA003,6683.46,11363.24
2025-08-13,Epsilon,ACC002,AU03,USD,PA005,SA001,11501.11,7464.59
2025-07-18,Beta Ltd,ACC002,AU02,GBP,PA001,SA005,11316.67,5268.02
2025-11-07,Delta Inc,ACC002,AU02,JPY,PA001,SA001,8080.01,12172.22
2025-01-04,Alpha Inc,ACC004,AU02,USD,PA005,SA003,5208.95,10576.65
2025-07-24,Alpha Inc,ACC004,AU01,EUR,PA002,SA002,6430.97,7181.14
2025-04-26,Delta Inc,ACC003,AU03,INR,PA004,SA004,13921.92,12269.1
2025-01-06,Beta Ltd,ACC004,AU01,INR,PA002,SA004,9460.78,8893.04
,Alpha Inc,ACC005,AU04,USD,PA002,SA001,7739.23,13958.84
2025-12-28,Delta Inc,ACC001,AU05,INR,PA004,SA003,13495.44,13309.79
,Epsilon,ACC005,AU05,EUR,PA003,SA003,6463.03,12747.71
2025-02-14,Beta Ltd,ACC002,AU02,GBP,PA001,SA001,7008.34,
2025-06-13,Alpha Inc,ACC003,AU02,USD,PA002,SA002,9841.57,12178.61
2025-09-04,Beta Ltd,ACC004,AU03,,PA004,SA005,14382.84,10931.5
2025-10-09,Gamma LLC,ACC004,AU02,,PA005,SA004,13446.59,5449.0
2025-03-13,Delta Inc,ACC004,AU02,EUR,PA003,SA004,13783.24,6998.11
2025-01-21,Epsilon,ACC003,AU01,,PA005,SA004,8467.35,11018.98
2025-08-19,Delta Inc,ACC003,AU03,GBP,PA001,SA001,6887.5,12489.13
2025-03-02,Delta Inc,ACC003,AU03,INR,PA002,SA005,14112.65,5295.3
2025-03-14,Alpha Inc,ACC004,AU01,JPY,PA005,SA002,12323.92,14389.08
2025-08-19,Gamma LLC,ACC001,AU04,GBP,PA003,SA001,6502.47,5912.35
2025-10-15,Gamma LLC,ACC002,AU01,USD,PA003,SA001,7539.9,6938.57
2025-12-03,Alpha Inc,ACC003,AU03,JPY,PA003,SA001,5738.97,8605.41
2025-06-09,Epsilon,ACC005,AU02,INR,PA002,SA003,10895.32,14433.82
2025-05-09,Gamma LLC,ACC004,AU03,,PA005,SA002,5805.42,11959.74
2025-09-02,Alpha Inc,ACC004,AU05,EUR,PA002,SA003,14766.18,12228.76
2025-02-14,Beta Ltd,ACC001,AU02,GBP,PA003,SA004,7674.88,
2025-02-20,Delta Inc,ACC002,AU01,JPY,PA005,SA004,6447.55,8017.57
2025-11-08,Beta Ltd,ACC005,AU03,EUR,PA004,SA003,12657.79,10666.2
2025-09-21,Epsilon,ACC001,AU01,EUR,PA004,SA004,10414.15,9369.57
2025-08-02,Delta Inc,ACC004,AU04,EUR,PA002,SA005,5130.49,5260.85
2025-03-10,Gamma LLC,ACC004,AU05,JPY,PA005,SA001,5818.56,8303.36
2025-10-19,Epsilon,ACC003,AU03,JPY,PA003,SA001,9236.42,8500.13
2025-01-24,Beta Ltd,ACC004,AU02,USD,PA001,SA001,9420.82,14952.68
2025-08-25,Delta Inc,ACC002,AU04,USD,PA001,SA001,9320.58,10161.55
2025-03-22,Epsilon,ACC003,AU03,INR,PA003,SA005,14841.57,5112.64
2025-10-04,Beta Ltd,ACC003,AU05,USD,PA001,SA005,13822.9,
2025-12-16,Epsilon,ACC004,AU04,USD,PA005,SA003,5158.51,9991.69
2025-02-18,Delta Inc,ACC003,AU03,USD,PA004,SA005,13340.58,8564.35
2025-03-11,Gamma LLC,ACC001,AU02,USD,PA002,SA004,10385.66,5876.55
2025-06-30,Gamma LLC,ACC005,AU03,INR,PA003,SA003,11219.43,5256.95
2025-07-24,Gamma LLC,ACC001,AU03,INR,PA003,SA003,6706.15,7827.06
2025-04-27,Beta Ltd,ACC001,AU01,EUR,PA004,SA003,8167.45,11384.18
2025-08-05,Gamma LLC,ACC001,AU05,USD,PA004,SA001,7360.69,13305.53
,Epsilon,ACC002,AU01,GBP,PA004,SA004,9144.21,5820.42
2025-07-17,Delta Inc,ACC005,AU04,GBP,PA001,SA004,11588.29,6561.17
2025-12-05,Gamma LLC,ACC002,AU01,USD,PA001,SA001,11174.03,10464.91
2025-01-27,Epsilon,ACC004,AU04,JPY,PA004,SA002,5848.1,13611.54
2025-12-26,Beta Ltd,ACC003,AU04,JPY,PA005,SA001,14908.22,9592.78
2025-09-21,Gamma LLC,ACC003,AU03,GBP,PA002,SA002,7178.15,11762.47
2025-11-13,Epsilon,ACC002,AU03,EUR,PA003,SA004,7038.55,14176.52
,Alpha Inc,ACC004,AU01,GBP,PA002,SA001,8984.39,6074.5
2025-02-05,Beta Ltd,ACC003,AU05,,PA005,SA002,13738.86,7397.63
2025-07-08,Delta Inc,ACC001,AU05,USD,PA002,SA002,7317.9,5230.92
2025-06-09,Epsilon,ACC003,AU05,USD,PA002,SA004,5006.62,
2025-06-12,Epsilon,ACC001,AU05,INR,PA003,SA002,5310.84,13788.92
2025-02-19,Gamma LLC,ACC002,AU02,GBP,PA005,SA004,6368.36,14725.12
2025-06-20,Alpha Inc,ACC005,AU01,INR,PA002,SA005,12163.56,13157.43
2025-09-23,Alpha Inc,ACC002,AU04,INR,PA001,SA001,9339.72,11684.48
2025-12-30,Beta Ltd,ACC004,AU03,GBP,PA005,SA003,12919.09,10210.81
2025-10-15,Epsilon,ACC003,AU04,USD,PA005,SA001,11061.54,12140.56
2025-04-24,Epsilon,ACC001,AU03,,PA005,SA001,10469.1,14139.35
,Epsilon,ACC001,AU01,JPY,PA003,SA001,13501.42,9502.71
,Alpha Inc,ACC001,AU02,JPY,PA003,SA005,14796.27,7547.46
2025-11-20,Epsilon,ACC004,AU01,JPY,PA003,SA005,11670.79,13077.5
2025-01-20,Gamma LLC,ACC004,AU05,USD,PA003,SA002,12851.98,5862.35
2025-09-02,Beta Ltd,ACC004,AU03,USD,PA004,SA003,11192.45,7450.66
,Alpha Inc,ACC003,AU02,EUR,PA004,SA005,9084.32,13429.58
2025-05-18,Epsilon,ACC004,AU01,JPY,PA002,SA003,7722.3,8095.52
2025-09-08,Alpha Inc,ACC004,AU03,GBP,PA004,SA004,5408.36,9174.31
2025-02-12,Alpha Inc,ACC004,AU03,,PA005,SA002,13346.59,10962.92
2025-09-13,Gamma LLC,ACC002,AU02,JPY,PA005,SA001,9825.31,10954.71
2025-03-28,Epsilon,ACC004,AU01,USD,PA004,SA001,9149.18,14021.15
2025-01-24,Alpha Inc,ACC001,AU04,EUR,PA003,SA005,11819.26,14818.7
2025-02-28,Gamma LLC,ACC002,AU04,EUR,PA004,SA003,6110.07,8989.46
2025-10-16,Epsilon,ACC004,AU02,GBP,PA005,SA005,9631.47,12744.6
,Gamma LLC,ACC002,AU01,GBP,PA005,SA005,7899.73,
2025-04-11,Alpha Inc,ACC001,AU02,JPY,PA002,SA001,13606.7,11453.15
2025-04-25,Delta Inc,ACC005,AU05,USD,PA005,SA005,6467.31,7533.31
,Delta Inc,ACC001,AU02,INR,PA005,SA004,7997.63,7264.1
2025-10-27,Alpha Inc,ACC002,AU05,INR,PA003,SA004,13547.52,6449.25
2025-02-17,Epsilon,ACC001,AU05,INR,PA005,SA001,9606.68,13425.72
2025-03-10,Epsilon,ACC004,AU01,EUR,PA001,SA004,8698.41,6361.54
2025-07-02,Epsilon,ACC003,AU01,GBP,PA003,SA004,8311.04,12331.01
2025-02-14,Delta Inc,ACC003,AU04,EUR,PA001,SA003,7463.0,7692.99
2025-04-22,Gamma LLC,ACC002,AU04,,PA001,SA003,7863.84,
2025-07-06,Beta Ltd,ACC002,AU05,JPY,PA005,SA001,10430.57,9366.49
2025-06-06,Delta Inc,ACC005,AU05,INR,PA002,SA003,10320.66,5849.63
2025-12-28,Beta Ltd,ACC004,AU04,USD,PA005,SA005,14804.25,6870.53
2025-10-10,Beta Ltd,ACC004,AU04,GBP,PA002,SA003,11324.32,7496.01
2025-10-03,Alpha Inc,ACC003,AU01,EUR,PA001,SA005,11920.31,10641.37
2025-11-27,Alpha Inc,ACC001,AU01,JPY,PA003,SA004,9144.6,14451.58
2025-05-05,Gamma LLC,ACC005,AU05,USD,PA004,SA003,13119.15,7361.53
2025-10-11,Beta Ltd,ACC004,AU02,USD,PA002,SA005,9824.45,12079.46
2025-12-05,Delta Inc,ACC004,AU04,,PA002,SA002,11376.37,9112.99
2025-08-21,Gamma LLC,ACC003,AU01,EUR,PA002,SA005,8354.67,13038.15
2025-04-14,Alpha Inc,ACC003,AU01,INR,PA002,SA001,6038.53,13424.09
2025-10-09,Delta Inc,ACC004,AU05,USD,PA005,SA002,5662.67,5111.63
2025-05-03,Alpha Inc,ACC003,AU05,USD,PA001,SA004,6915.07,14249.85
2025-08-09,Delta Inc,ACC001,AU04,EUR,PA005,SA002,13347.02,8609.0
2025-07-12,Epsilon,ACC003,AU01,JPY,PA005,SA004,11377.5,9359.49
2025-07-16,Beta Ltd,ACC002,AU05,INR,PA003,SA005,6800.03,9272.62
2025-07-31,Delta Inc,ACC004,AU01,JPY,PA002,SA001,11112.51,14274.46
2025-03-07,Delta Inc,ACC001,AU01,,PA003,SA003,9263.4,12864.8
2025-07-27,Gamma LLC,ACC005,AU01,EUR,PA002,SA003,11988.87,13792.51
2025-09-10,Beta Ltd,ACC003,AU03,USD,PA003,SA004,11520.12,10567.6
2025-02-23,Beta Ltd,ACC005,AU01,,PA004,SA004,7250.14,9248.65
2025-10-28,Gamma LLC,ACC003,AU03,INR,PA005,SA003,10789.8,9950.89
2025-08-19,Beta Ltd,ACC001,AU03,INR,PA005,SA001,10524.35,14998.4
2025-04-19,Alpha Inc,ACC002,AU01,,PA004,SA003,6590.51,14588.54
